-48.3;-5.4;Akashpug Chief;Mob
-51.8;-15.8;Angmarim Smith;Mob
-42.4;-9.4;Arzgat;Mob
-50.5;-13.1;Bannog Cadlus;POI
-48.1;-13.7;Barad Morlas;POI
-52.4;-16.7;Bard of Mirobel;Bard
-40.5;-10.1;Battered Crate;Item
-40.6;-10.2;Battered Crate;Item
-40.6;-10.4;Battered Crate;Item
-40.5;-10.5;Battered Crate;Item
-40.7;-10.6;Battered Crate;Item
-40.5;-10.8;Battered Satchel;Item
-40.6;-10.7;Battered Satchel;Item
-40.7;-10.6;Battered Satchel;Item
-40.8;-10.5;Battered Satchel;Item
-40.7;-10.4;Battered Satchel;Item
-40.6;-10.3;Battered Satchel;Item
-50.9;-9.6;Bill the Pony;Mob
-51.2;-5.1;Bori;NPC
-51.4;-5.9;Bosi;NPC
-52.4;-16.8;Brittle Pages of Ring-lore;Item
-50.3;-5.6;Brogur;NPC
-51.2;-5.1;Broin;NPC
-42.2;-9.4;Brunanc;Mob
-50.5;-7.9;Burglar Trainer;Burglar Trainer
-52.5;-6.9;Burned Wolf-corpse;Item
-52.6;-7.1;Burned Wolf-corpse;Item
-52.7;-7.3;Burned Wolf-corpse;Item
-53.0;-7.3;Burned Wolf-corpse;Item
-46.6;-2.7;Burnt Camp-fire (Quelling the Storm quest);Item
-49.1;-10.5;Burnt Tor;POI
-52.3;-17.1;Camp Site Fire;Item
-50.5;-8.1;Captain Trainer;Captain Trainer
-42.4;-9.2;Carchres;POI
-50.5;-8.0;Champion Trainer;Champion Trainer
-49.1;-10.0;Charred Wood;Item
-49.2;-10.0;Charred Wood;Item
-49.3;-10.0;Charred Wood;Item
-49.4;-10.1;Charred Wood;Item
-49.4;-10.2;Charred Wood;Item
-49.4;-10.3;Charred Wood;Item
-49.3;-10.2;Charred Wood;Item
-49.2;-10.6;Charred Wood;Item
-49.1;-10.2;Charred Wood;Item
-49.0;-10.1;Charred Wood;Item
-45.6;-7.2;Cirith Narugorch;POI
