-31.0;-52.2;Albra Lowbanks;Burglar Trainer
-30.5;-51.2;Alice Pickthorn;Novice Scholar
-31.0;-51.0;Allan Coal;Weapontrader
-29.6;-51.2;Amlan;NPC
-30.7;-52.6;Ancient Crest;Item
-29.7;-51.3;Barliman Butterbur;Tavern Keep
-31.1;-52.5;Beggar's Alley;POI
-30.5;-51.2;Bert Appledore;Provisioner
-31.9;-50.4;Bert Goldenleaf;Stablemaster
-31.1;-51.2;Bonnie Milkweed;Notary
-30.5;-51.2;Bonny Thatcher;Supplier
-30.2;-51.0;Boyden Fir;Light Armor Trader
-31.7;-50.8;Bree Mustering Post;POI
-30.3;-52.6;Bree Vault (Bank);POI
-31.9;-50.6;Breeland Auction Hall;POI
-31.1;-51.2;Bree-town Hall;POI
-31.6;-50.9;Bree-town Jail;POI
-30.2;-50.1;Bruner Stouttrush;NPC
-29.7;-51.3;Burt Ninetails;Ministrel Trainer
-31.7;-50.8;Captain Trainer;Captain Trainer
-31.7;-50.8;Champion Trainer;Champion Trainer
-29.8;-51.2;Chicken Stone;Item
-30.3;-52.4;Clar Whitethorn Taxidermist;NPC
-30.2;-50.1;Clayton Cole;NPC
-30.2;-50.1;Combe Gate;POI
-30.3;-51.3;Cooper Basilleaf;Weapontrader
-30.5;-51.2;Craft-Hall;POI
-30.5;-51.0;Crafting Guild Trainer;NPC
-30.4;-51.7;Dalton Willow;Loremaster Trainer
-31.6;-50.9;Dawn Appledore;Captain Trainer
-29.8;-51.3;Dob Sandheaver;NPC
-31.0;-51.0;Dolph Boxthorn;Weapontrader
-30.3;-51.1;Emma Bywood Keeper of Gifts;NPC
-31.9;-51.3;Flambard Took;Hunter Trainer
-29.7;-52.4;Flint Oakhewer;NPC
-29.7;-52.4;Frank Eichenhauer;NPC
-29.7;-51.3;Gandalf;NPC
-30.5;-51.2;Gib Heathstraw;Novice Woodworker
-30.5;-51.2;Gil Greenbush;Novice Cook
-29.6;-53.3;Greenway Crossing;POI
-31.0;-51.0;Harlan Reed;Bowyer
-29.6;-52.8;Harry Goatleaf;NPC
-29.7;-51.3;Harvi the Mapmaker;NPC
-29.6;-52.8;Hazel Kenton;NPC
-30.4;-51.7;Henry Oakeshott Hobby Trainer;NPC
-30.4;-51.8;High Bridge;POI
-30.9;-51.8;High Stair;POI
-30.5;-52.3;Ironmonger's Gate;POI
-31.3;-51.8;Jasmine's Garden;POI
-30.5;-51.2;Jon Whetstone;NPC
-29.8;-52.6;Kenton Thistleway;NPC
-29.6;-53.2;Leland Underhill;NPC
-29.4;-52.3;Lily Sandheaver;Grocer
-30.2;-49.7;Lolo Wendingway;NPC
-30.4;-51.5;Low Gate;POI
